PERMNO,date,vwretd
14593,2014-03-12,0.001300
14593,2014-03-13,-0.011137
14593,2014-03-14,-0.001383
14593,2014-03-17,0.008275
14593,2014-03-18,0.007665
14593,2014-03-19,-0.006779
14593,2014-03-20,0.004709
14593,2014-03-21,-0.002864
14593,2014-03-24,-0.006075
14593,2014-03-25,0.003439
14593,2014-03-26,-0.008153
14593,2014-03-27,-0.001045
14593,2014-03-28,0.004470
14593,2014-03-31,0.009182
14593,2014-04-01,0.008258
14593,2014-04-02,0.002821
14593,2014-04-03,-0.003118
14593,2014-04-04,-0.012591
14593,2014-04-07,-0.011655
14593,2014-04-08,0.005386
14593,2014-04-09,0.011291
14593,2014-04-10,-0.020774
14593,2014-04-11,-0.009794
14593,2014-04-14,0.006520
14593,2014-04-15,0.005170
14593,2014-04-16,0.010627
14593,2014-04-17,0.002272
14593,2014-04-21,0.003484
14593,2014-04-22,0.005567
14593,2014-04-23,-0.002758
14593,2014-04-24,0.000719
14593,2014-04-25,-0.009470
14593,2014-04-28,0.001060
14593,2014-04-29,0.005627
14593,2014-04-30,0.003405
14593,2014-05-01,0.000772
14593,2014-05-02,-0.000260
14593,2014-05-05,0.001302
14593,2014-05-06,-0.008724
14593,2014-05-07,0.004403
14593,2014-05-08,-0.002682
14593,2014-05-09,0.001571
14593,2014-05-12,0.011167
14593,2014-05-13,-0.000666
14593,2014-05-14,-0.004726
14593,2014-05-15,-0.008375
14593,2014-05-16,0.003401
14593,2014-05-19,0.004287
14593,2014-05-20,-0.006933
14593,2014-05-21,0.007421
14593,2014-05-22,0.003498
14593,2014-05-23,0.004761
14593,2014-05-27,0.005896
14593,2014-05-28,-0.001316
14593,2014-05-29,0.004918
14593,2014-05-30,0.000641
14593,2014-06-02,0.000707
14593,2014-06-03,-0.000369
14593,2014-06-04,0.002554
14593,2014-06-05,0.007261
14593,2014-06-06,0.005115
14593,2014-06-09,0.001870
14593,2014-06-10,-0.000362
14593,2014-06-11,-0.003074
14593,2014-06-12,-0.005675
14593,2014-06-13,0.003056
14593,2014-06-16,0.001411
14593,2014-06-17,0.002951
14593,2014-06-18,0.006963
14593,2014-06-19,0.001678
14593,2014-06-20,0.002081
14593,2014-06-23,0.000131
14593,2014-06-24,-0.006979
14593,2014-06-25,0.005115
14593,2014-06-26,-0.000561
14593,2014-06-27,0.002890
14593,2014-06-30,0.001035
14593,2014-07-01,0.006789
14593,2014-07-02,-0.000317
14593,2014-07-03,0.004968
14593,2014-07-07,-0.006110
14593,2014-07-08,-0.007345
14593,2014-07-09,0.004480
14593,2014-07-10,-0.004858
14593,2014-07-11,0.000777
14593,2014-07-14,0.004563
14593,2014-07-15,-0.003284
14593,2014-07-16,0.003751
14593,2014-07-17,-0.010966
14593,2014-07-18,0.010250
14593,2014-07-21,-0.002171
14593,2014-07-22,0.005105
14593,2014-07-23,0.001843
14593,2014-07-24,0.000244
14593,2014-07-25,-0.005025
14593,2014-07-28,-0.000513
14593,2014-07-29,-0.003659
14593,2014-07-30,0.000540
14593,2014-07-31,-0.019359
14593,2014-08-01,-0.003442
14593,2014-08-04,0.007129
14593,2014-08-05,-0.008884
14593,2014-08-06,0.000300
14593,2014-08-07,-0.004897
14593,2014-08-08,0.010292
14593,2014-08-11,0.004768
14593,2014-08-12,-0.002199
14593,2014-08-13,0.006608
14593,2014-08-14,0.004202
14593,2014-08-15,0.000294
14593,2014-08-18,0.008519
14593,2014-08-19,0.004714
14593,2014-08-20,0.001984
14593,2014-08-21,0.002461
14593,2014-08-22,-0.001445
14593,2014-08-25,0.004550
14593,2014-08-26,0.002181
14593,2014-08-27,0.000622
14593,2014-08-28,-0.001806
14593,2014-08-29,0.003800
14593,2014-09-02,0.000031
14593,2014-09-03,-0.000580
14593,2014-09-04,-0.002383
14593,2014-09-05,0.004375
14593,2014-09-08,-0.002774
14593,2014-09-09,-0.006316
14593,2014-09-10,0.003339
14593,2014-09-11,0.001306
14593,2014-09-12,-0.006588
14593,2014-09-15,-0.002888
14593,2014-09-16,0.007016
14593,2014-09-17,0.000797
14593,2014-09-18,0.004516
14593,2014-09-19,-0.002366
14593,2014-09-22,-0.010079
14593,2014-09-23,-0.005993
14593,2014-09-24,0.007097
14593,2014-09-25,-0.015547
14593,2014-09-26,0.008408
14593,2014-09-29,-0.002422
14593,2014-09-30,-0.004091
14593,2014-10-01,-0.012931
14593,2014-10-02,0.000775
14593,2014-10-03,0.009096
14593,2014-10-06,-0.001582
14593,2014-10-07,-0.014990
14593,2014-10-08,0.015855
14593,2014-10-09,-0.021219
14593,2014-10-10,-0.013333
14593,2014-10-13,-0.015501
14593,2014-10-14,0.002321
14593,2014-10-15,-0.004483
14593,2014-10-16,0.003835
14593,2014-10-17,0.010813
14593,2014-10-20,0.009244
14593,2014-10-21,0.019230
14593,2014-10-22,-0.008878
14593,2014-10-23,0.012270
14593,2014-10-24,0.006013
14593,2014-10-27,-0.002172
14593,2014-10-28,0.013743
14593,2014-10-29,-0.002246
14593,2014-10-30,0.004987
14593,2014-10-31,0.011527
14593,2014-11-03,-0.000685
14593,2014-11-04,-0.004628
14593,2014-11-05,0.004889
14593,2014-11-06,0.003815
14593,2014-11-07,0.001998
14593,2014-11-10,0.002723
14593,2014-11-11,0.001120
14593,2014-11-12,0.000555
14593,2014-11-13,-0.000944
14593,2014-11-14,0.001335
14593,2014-11-17,-0.000224
14593,2014-11-18,0.005501
14593,2014-11-19,-0.002373
14593,2014-11-20,0.003302
14593,2014-11-21,0.005330
14593,2014-11-24,0.003182
14593,2014-11-25,-0.000384
14593,2014-11-26,0.002777
14593,2014-11-28,-0.006097
14593,2014-12-01,-0.008988
14593,2014-12-02,0.005867
14593,2014-12-03,0.005232
14593,2014-12-04,-0.002151
14593,2014-12-05,0.001463
14593,2014-12-08,-0.009478
14593,2014-12-09,0.001715
14593,2014-12-10,-0.017439
14593,2014-12-11,0.004078
14593,2014-12-12,-0.015235
14593,2014-12-15,-0.007671
14593,2014-12-16,-0.005842
14593,2014-12-17,0.021789
14593,2014-12-18,0.021547
14593,2014-12-19,0.004613
14593,2014-12-22,0.003242
14593,2014-12-23,0.002198
14593,2014-12-24,0.000579
14593,2014-12-26,0.003668
14593,2014-12-29,0.001242
14593,2014-12-30,-0.004285
14593,2014-12-31,-0.008784
14593,2015-01-02,-0.000242
14593,2015-01-05,-0.018275
14593,2015-01-06,-0.009661
14593,2015-01-07,0.011114
14593,2015-01-08,0.016844
14593,2015-01-09,-0.007545
14593,2015-01-12,-0.007783
14593,2015-01-13,-0.002264
14593,2015-01-14,-0.005222
14593,2015-01-15,-0.009182
14593,2015-01-16,0.013841
14593,2015-01-20,0.000251
14593,2015-01-21,0.004549
14593,2015-01-22,0.014704
14593,2015-01-23,-0.004203
14593,2015-01-26,0.004402
14593,2015-01-27,-0.010008
14593,2015-01-28,-0.014065
14593,2015-01-29,0.008482
14593,2015-01-30,-0.012152
14593,2015-02-02,0.012223
14593,2015-02-03,0.015024
14593,2015-02-04,-0.004439
14593,2015-02-05,0.011508
14593,2015-02-06,-0.003588
14593,2015-02-09,-0.004087
14593,2015-02-10,0.008608
14593,2015-02-11,-0.000366
14593,2015-02-12,0.010427
14593,2015-02-13,0.004733
14593,2015-02-17,0.001747
14593,2015-02-18,0.000119
14593,2015-02-19,-0.001016
14593,2015-02-20,0.005709
14593,2015-02-23,-0.000652
14593,2015-02-24,0.002294
14593,2015-02-25,0.000697
14593,2015-02-26,-0.001540
14593,2015-02-27,-0.002605
14593,2015-03-02,0.005491
14593,2015-03-03,-0.004050
14593,2015-03-04,-0.003780
14593,2015-03-05,0.001631
14593,2015-03-06,-0.013852
14593,2015-03-09,0.002862
14593,2015-03-10,-0.015500
14593,2015-03-11,-0.000191
14593,2015-03-12,0.011981
14593,2015-03-13,-0.005527
14593,2015-03-16,0.011764
14593,2015-03-17,-0.001752
14593,2015-03-18,0.012080
14593,2015-03-19,-0.004553
14593,2015-03-20,0.009388
14593,2015-03-23,-0.000947
14593,2015-03-24,-0.004568
14593,2015-03-25,-0.014691
14593,2015-03-26,-0.002223
14593,2015-03-27,0.002468
14593,2015-03-30,0.011519
14593,2015-03-31,-0.007119
14593,2015-04-01,-0.002676
14593,2015-04-02,0.004004
14593,2015-04-06,0.006577
14593,2015-04-07,-0.002134
14593,2015-04-08,0.003582
14593,2015-04-09,0.003365
14593,2015-04-10,0.004585
14593,2015-04-13,-0.003718
14593,2015-04-14,0.001885
14593,2015-04-15,0.006183
14593,2015-04-16,-0.000422
14593,2015-04-17,-0.011294
14593,2015-04-20,0.008078
14593,2015-04-21,-0.001010
14593,2015-04-22,0.004142
14593,2015-04-23,0.003555
14593,2015-04-24,0.001163
14593,2015-04-27,-0.004791
14593,2015-04-28,0.002456
14593,2015-04-29,-0.003923
14593,2015-04-30,-0.010676
14593,2015-05-01,0.009290
14593,2015-05-04,0.002961
14593,2015-05-05,-0.011551
14593,2015-05-06,-0.003354
14593,2015-05-07,0.003347
14593,2015-05-08,0.012083
14593,2015-05-11,-0.003980
14593,2015-05-12,-0.002240
14593,2015-05-13,0.000185
14593,2015-05-14,0.009713
14593,2015-05-15,0.001057
14593,2015-05-18,0.003342
14593,2015-05-19,-0.001352
14593,2015-05-20,-0.000317
14593,2015-05-21,0.002465
14593,2015-05-22,-0.002200
14593,2015-05-26,-0.010462
14593,2015-05-27,0.008653
14593,2015-05-28,-0.001203
14593,2015-05-29,-0.005829
14593,2015-06-01,0.001528
14593,2015-06-02,0.000372
14593,2015-06-03,0.002647
14593,2015-06-04,-0.008883
14593,2015-06-05,-0.000015
14593,2015-06-08,-0.006516
14593,2015-06-09,-0.000033
14593,2015-06-10,0.011505
14593,2015-06-11,0.001897
14593,2015-06-12,-0.006154
14593,2015-06-15,-0.004048
14593,2015-06-16,0.004953
14593,2015-06-17,0.001723
14593,2015-06-18,0.009278
14593,2015-06-19,-0.004858
14593,2015-06-22,0.005845
14593,2015-06-23,0.001287
14593,2015-06-24,-0.007414
14593,2015-06-25,-0.002654
14593,2015-06-26,-0.000814
14593,2015-06-29,-0.021502
14593,2015-06-30,0.002975
14593,2015-07-01,0.005472
14593,2015-07-02,-0.000554
14593,2015-07-06,-0.004518
14593,2015-07-07,0.004976
14593,2015-07-08,-0.016512
14593,2015-07-09,0.002742
14593,2015-07-10,0.012674
14593,2015-07-13,0.010250
14593,2015-07-14,0.004722
14593,2015-07-15,-0.002478
14593,2015-07-16,0.006972
14593,2015-07-17,-0.000638
14593,2015-07-20,-0.001222
14593,2015-07-21,-0.004063
14593,2015-07-22,-0.002359
14593,2015-07-23,-0.005452
14593,2015-07-24,-0.010027
14593,2015-07-27,-0.007086
14593,2015-07-28,0.012261
14593,2015-07-29,0.007577
14593,2015-07-30,0.000803
14593,2015-07-31,-0.000764
14593,2015-08-03,-0.003671
14593,2015-08-04,-0.001717
14593,2015-08-05,0.002575
14593,2015-08-06,-0.007848
14593,2015-08-07,-0.003275
14593,2015-08-10,0.013132
14593,2015-08-11,-0.009257
14593,2015-08-12,0.000704
14593,2015-08-13,-0.002045
14593,2015-08-14,0.003786
14593,2015-08-17,0.005742
14593,2015-08-18,-0.003505
14593,2015-08-19,-0.008794
14593,2015-08-20,-0.021636
14593,2015-08-21,-0.028014
14593,2015-08-24,-0.038574
14593,2015-08-25,-0.010297
14593,2015-08-26,0.033787
14593,2015-08-27,0.024411
14593,2015-08-28,0.002532
14593,2015-08-31,-0.007265
14593,2015-09-01,-0.028174
14593,2015-09-02,0.016353
14593,2015-09-03,0.001834
14593,2015-09-04,-0.013754
14593,2015-09-08,0.023691
14593,2015-09-09,-0.012783
14593,2015-09-10,0.004395
14593,2015-09-11,0.003428
14593,2015-09-14,-0.004221
14593,2015-09-15,0.011419
14593,2015-09-16,0.009522
14593,2015-09-17,-0.000704
14593,2015-09-18,-0.015322
14593,2015-09-21,0.003336
14593,2015-09-22,-0.013653
14593,2015-09-23,-0.003487
14593,2015-09-24,-0.003706
14593,2015-09-25,-0.002118
14593,2015-09-28,-0.027043
14593,2015-09-29,-0.000916
14593,2015-09-30,0.019430
14593,2015-10-01,0.001947
14593,2015-10-02,0.015168
14593,2015-10-05,0.018766
14593,2015-10-06,-0.003110
14593,2015-10-07,0.009818
14593,2015-10-08,0.008529
14593,2015-10-09,0.001438
14593,2015-10-12,-0.000202
14593,2015-10-13,-0.007799
14593,2015-10-14,-0.004294
14593,2015-10-15,0.014711
14593,2015-10-16,0.003420
14593,2015-10-19,-0.000678
14593,2015-10-20,-0.001171
14593,2015-10-21,-0.008024
14593,2015-10-22,0.013929
14593,2015-10-23,0.009499
14593,2015-10-26,-0.002802
14593,2015-10-27,-0.004495
14593,2015-10-28,0.013657
14593,2015-10-29,-0.002218
14593,2015-10-30,-0.004004
14593,2015-11-02,0.012446
14593,2015-11-03,0.003088
14593,2015-11-04,-0.003380
14593,2015-11-05,-0.001396
14593,2015-11-06,-0.000383
14593,2015-11-09,-0.009594
14593,2015-11-10,0.001286
14593,2015-11-11,-0.004136
14593,2015-11-12,-0.014519
14593,2015-11-13,-0.009781
14593,2015-11-16,0.013738
14593,2015-11-17,-0.001359
14593,2015-11-18,0.015275
14593,2015-11-19,-0.000988
14593,2015-11-20,0.003000
14593,2015-11-23,-0.000666
14593,2015-11-24,0.002343
14593,2015-11-25,0.001177
14593,2015-11-27,0.000779
14593,2015-11-30,-0.003859
14593,2015-12-01,0.009508
14593,2015-12-02,-0.010722
14593,2015-12-03,-0.014317
14593,2015-12-04,0.016454
14593,2015-12-07,-0.009769
14593,2015-12-08,-0.006113
14593,2015-12-09,-0.006630
14593,2015-12-10,0.002053
14593,2015-12-11,-0.019829
14593,2015-12-14,0.001578
14593,2015-12-15,0.011317
14593,2015-12-16,0.014887
14593,2015-12-17,-0.014588
14593,2015-12-18,-0.015037
14593,2015-12-21,0.007163
14593,2015-12-22,0.008827
14593,2015-12-23,0.013678
14593,2015-12-24,-0.000839
14593,2015-12-28,-0.003319
14593,2015-12-29,0.010018
14593,2015-12-30,-0.007358
14593,2015-12-31,-0.008181
14593,2016-01-04,-0.014890
14593,2016-01-05,0.001397
14593,2016-01-06,-0.013799
14593,2016-01-07,-0.023909
14593,2016-01-08,-0.010935
14593,2016-01-11,-0.001736
14593,2016-01-12,0.006081
14593,2016-01-13,-0.025834
14593,2016-01-14,0.015434
14593,2016-01-15,-0.021670
14593,2016-01-19,-0.002414
14593,2016-01-20,-0.010584
14593,2016-01-21,0.005654
14593,2016-01-22,0.022476
14593,2016-01-25,-0.016673
14593,2016-01-26,0.015919
14593,2016-01-27,-0.010546
14593,2016-01-28,0.005035
14593,2016-01-29,0.024547
14593,2016-02-01,-0.000351
14593,2016-02-02,-0.020022
14593,2016-02-03,0.005729
14593,2016-02-04,0.003623
14593,2016-02-05,-0.019591
14593,2016-02-08,-0.016964
14593,2016-02-09,-0.003067
14593,2016-02-10,0.000273
14593,2016-02-11,-0.011979
14593,2016-02-12,0.020132
14593,2016-02-16,0.017684
14593,2016-02-17,0.018099
14593,2016-02-18,-0.004199
14593,2016-02-19,-0.000231
14593,2016-02-22,0.014305
14593,2016-02-23,-0.011789
14593,2016-02-24,0.004963
14593,2016-02-25,0.011044
14593,2016-02-26,0.000283
14593,2016-02-29,-0.005893
14593,2016-03-01,0.022404
14593,2016-03-02,0.005674
14593,2016-03-03,0.005603
14593,2016-03-04,0.004192
14593,2016-03-07,0.003223
14593,2016-03-08,-0.013540
14593,2016-03-09,0.005555
14593,2016-03-10,-0.001281
14593,2016-03-11,0.017442
14593,2016-03-14,-0.001576
14593,2016-03-15,-0.004458
14593,2016-03-16,0.007493
14593,2016-03-17,0.008250
14593,2016-03-18,0.003879
14593,2016-03-21,0.000503
14593,2016-03-22,-0.000372
14593,2016-03-23,-0.009450
14593,2016-03-24,-0.000141
14593,2016-03-28,0.000806
14593,2016-03-29,0.011053
14593,2016-03-30,0.004467
14593,2016-03-31,-0.000869
14593,2016-04-01,0.004664
14593,2016-04-04,-0.004391
14593,2016-04-05,-0.010012
14593,2016-04-06,0.011074
14593,2016-04-07,-0.011653
14593,2016-04-08,0.004327
14593,2016-04-11,-0.001833
14593,2016-04-12,0.010399
14593,2016-04-13,0.011323
14593,2016-04-14,-0.000462
14593,2016-04-15,-0.000565
14593,2016-04-18,0.006766
14593,2016-04-19,0.004490
14593,2016-04-20,0.001225
14593,2016-04-21,-0.005273
14593,2016-04-22,0.001835
14593,2016-04-25,-0.002787
14593,2016-04-26,0.003357
14593,2016-04-27,0.002651
14593,2016-04-28,-0.008569
14593,2016-04-29,-0.004465
14593,2016-05-02,0.006733
14593,2016-05-03,-0.011101
14593,2016-05-04,-0.006171
14593,2016-05-05,-0.000444
14593,2016-05-06,0.003519
14593,2016-05-09,-0.000200
14593,2016-05-10,0.012298
14593,2016-05-11,-0.008295
14593,2016-05-12,-0.000776
14593,2016-05-13,-0.007964
14593,2016-05-16,0.010210
14593,2016-05-17,-0.008591
14593,2016-05-18,-0.000812
14593,2016-05-19,-0.003791
14593,2016-05-20,0.007642
14593,2016-05-23,-0.001790
14593,2016-05-24,0.013114
14593,2016-05-25,0.007321
14593,2016-05-26,-0.000158
14593,2016-05-27,0.004415
14593,2016-05-31,-0.000348
14593,2016-06-01,0.002367
14593,2016-06-02,0.003603
14593,2016-06-03,-0.001949
14593,2016-06-06,0.006131
14593,2016-06-07,0.002122
14593,2016-06-08,0.003565
14593,2016-06-09,-0.002816
14593,2016-06-10,-0.011232
14593,2016-06-13,-0.008135
14593,2016-06-14,-0.002780
14593,2016-06-15,-0.000492
14593,2016-06-16,0.001908
14593,2016-06-17,-0.001748
14593,2016-06-20,0.007279
14593,2016-06-21,0.002334
14593,2016-06-22,-0.001865
14593,2016-06-23,0.014415
14593,2016-06-24,-0.036628
14593,2016-06-27,-0.020320
14593,2016-06-28,0.018043
14593,2016-06-29,0.017600
14593,2016-06-30,0.013181
14593,2016-07-01,0.003010
14593,2016-07-05,-0.008225
14593,2016-07-06,0.005437
14593,2016-07-07,-0.000690
14593,2016-07-08,0.015478
14593,2016-07-11,0.004210
14593,2016-07-12,0.007923
14593,2016-07-13,-0.000232
14593,2016-07-14,0.004685
14593,2016-07-15,-0.000803
14593,2016-07-18,0.002602
14593,2016-07-19,-0.002363
14593,2016-07-20,0.004629
14593,2016-07-21,-0.003322
14593,2016-07-22,0.004500
14593,2016-07-25,-0.003154
14593,2016-07-26,0.001613
14593,2016-07-27,-0.001242
14593,2016-07-28,0.001673
14593,2016-07-29,0.002630
14593,2016-08-01,-0.002254
14593,2016-08-02,-0.007105
14593,2016-08-03,0.004385
14593,2016-08-04,0.000814
14593,2016-08-05,0.008058
14593,2016-08-08,0.000104
14593,2016-08-09,0.001069
14593,2016-08-10,-0.002555
14593,2016-08-11,0.004818
14593,2016-08-12,-0.000494
14593,2016-08-15,0.004008
14593,2016-08-16,-0.005477
14593,2016-08-17,0.001044
14593,2016-08-18,0.003387
14593,2016-08-19,-0.001828
14593,2016-08-22,-0.000427
14593,2016-08-23,0.002825
14593,2016-08-24,-0.006035
14593,2016-08-25,-0.000675
14593,2016-08-26,-0.001829
14593,2016-08-29,0.005225
14593,2016-08-30,-0.001514
14593,2016-08-31,-0.002578
14593,2016-09-01,0.000748
14593,2016-09-02,0.005882
14593,2016-09-06,0.003391
14593,2016-09-07,0.000821
14593,2016-09-08,-0.002078
14593,2016-09-09,-0.025010
14593,2016-09-12,0.013340
14593,2016-09-13,-0.015849
14593,2016-09-14,-0.000526
14593,2016-09-15,0.010099
14593,2016-09-16,-0.003865
14593,2016-09-19,0.001385
14593,2016-09-20,-0.000363
14593,2016-09-21,0.011864
14593,2016-09-22,0.007814
14593,2016-09-23,-0.005940
14593,2016-09-26,-0.008221
14593,2016-09-27,0.005100
14593,2016-09-28,0.006710
14593,2016-09-29,-0.009216
14593,2016-09-30,0.007830
14593,2016-10-03,-0.003050
14593,2016-10-04,-0.005600
14593,2016-10-05,0.004940
14593,2016-10-06,-0.000753
14593,2016-10-07,-0.003829
14593,2016-10-10,0.005594
14593,2016-10-11,-0.012616
14593,2016-10-12,0.000932
14593,2016-10-13,-0.003327
14593,2016-10-14,-0.000324
14593,2016-10-17,-0.002525
14593,2016-10-18,0.006561
14593,2016-10-19,0.003002
14593,2016-10-20,-0.001641
14593,2016-10-21,-0.000113
14593,2016-10-24,0.004434
14593,2016-10-25,-0.004367
14593,2016-10-26,-0.002777
14593,2016-10-27,-0.003986
14593,2016-10-28,-0.002573
14593,2016-10-31,0.000430
14593,2016-11-01,-0.006771
14593,2016-11-02,-0.007680
14593,2016-11-03,-0.003940
14593,2016-11-04,-0.001240
14593,2016-11-07,0.020927
14593,2016-11-08,0.003884
14593,2016-11-09,0.012048
14593,2016-11-10,0.001979
14593,2016-11-11,0.000261
14593,2016-11-14,0.002384
14593,2016-11-15,0.007902
14593,2016-11-16,-0.001517
14593,2016-11-17,0.004607
14593,2016-11-18,-0.001358
14593,2016-11-21,0.007769
14593,2016-11-22,0.003038
14593,2016-11-23,0.000943
14593,2016-11-25,0.003636
14593,2016-11-28,-0.005935
14593,2016-11-29,0.000960
14593,2016-11-30,-0.001561
14593,2016-12-01,-0.004207
14593,2016-12-02,0.000701
14593,2016-12-05,0.007299
14593,2016-12-06,0.004758
14593,2016-12-07,0.012388
14593,2016-12-08,0.003744
14593,2016-12-09,0.003907
14593,2016-12-12,-0.002453
14593,2016-12-13,0.005763
14593,2016-12-14,-0.009619
14593,2016-12-15,0.003588
14593,2016-12-16,-0.001159
14593,2016-12-19,0.002094
14593,2016-12-20,0.004310
14593,2016-12-21,-0.002494
14593,2016-12-22,-0.002734
14593,2016-12-23,0.001844
14593,2016-12-27,0.002518
14593,2016-12-28,-0.007978
14593,2016-12-29,0.000587
14593,2016-12-30,-0.004036
14593,2017-01-03,0.008205
14593,2017-01-04,0.008618
14593,2017-01-05,-0.000945
14593,2017-01-06,0.002310
14593,2017-01-09,-0.003925
14593,2017-01-10,0.001311
14593,2017-01-11,0.003227
14593,2017-01-12,-0.002536
14593,2017-01-13,0.002819
14593,2017-01-17,-0.003693
14593,2017-01-18,0.001415
14593,2017-01-19,-0.003889
14593,2017-01-20,0.003625
14593,2017-01-23,-0.001921
14593,2017-01-24,0.008375
14593,2017-01-25,0.008078
14593,2017-01-26,-0.001150
14593,2017-01-27,-0.001599
14593,2017-01-30,-0.007057
14593,2017-01-31,0.000839
14593,2017-02-01,0.000282
14593,2017-02-02,0.000599
14593,2017-02-03,0.007801
14593,2017-02-06,-0.002713
14593,2017-02-07,-0.000541
14593,2017-02-08,0.001224
14593,2017-02-09,0.006490
14593,2017-02-10,0.004103
14593,2017-02-13,0.004652
14593,2017-02-14,0.003882
14593,2017-02-15,0.004785
14593,2017-02-16,-0.001251
14593,2017-02-17,0.001900
14593,2017-02-21,0.005811
14593,2017-02-22,-0.001741
14593,2017-02-23,-0.000909
14593,2017-02-24,0.000450
14593,2017-02-27,0.001995
14593,2017-02-28,-0.004647
14593,2017-03-01,0.013366
14593,2017-03-02,-0.006862
14593,2017-03-03,0.000944
14593,2017-03-06,-0.003808
14593,2017-03-07,-0.003455
14593,2017-03-08,-0.003233
14593,2017-03-09,-0.000246
14593,2017-03-10,0.003446
14593,2017-03-13,0.001665
14593,2017-03-14,-0.004180
14593,2017-03-15,0.010125
14593,2017-03-16,-0.000614
14593,2017-03-17,-0.000812
14593,2017-03-20,-0.002332
14593,2017-03-21,-0.013602
14593,2017-03-22,0.001795
14593,2017-03-23,0.000156
14593,2017-03-24,-0.000317
14593,2017-03-27,-0.000361
14593,2017-03-28,0.006893
14593,2017-03-29,0.002268
14593,2017-03-30,0.002599
14593,2017-03-31,-0.001095
14593,2017-04-03,-0.002624
14593,2017-04-04,0.000621
14593,2017-04-05,-0.004134
14593,2017-04-06,0.003506
14593,2017-04-07,-0.000717
14593,2017-04-10,0.001468
14593,2017-04-11,-0.000127
14593,2017-04-12,-0.004575
14593,2017-04-13,-0.007191
14593,2017-04-17,0.008654
14593,2017-04-18,-0.002508
14593,2017-04-19,-0.001333
14593,2017-04-20,0.007669
14593,2017-04-21,-0.002842
14593,2017-04-24,0.010754
14593,2017-04-25,0.005960
14593,2017-04-26,-0.000105
14593,2017-04-27,-0.000040
14593,2017-04-28,-0.002611
14593,2017-05-01,0.002001
14593,2017-05-02,0.000255
14593,2017-05-03,-0.002573
14593,2017-05-04,-0.000777
14593,2017-05-05,0.005792
14593,2017-05-08,-0.000820
14593,2017-05-09,-0.000984
14593,2017-05-10,0.002600
14593,2017-05-11,-0.002715
14593,2017-05-12,-0.001539
14593,2017-05-15,0.005603
14593,2017-05-16,-0.000384
14593,2017-05-17,-0.018102
14593,2017-05-18,0.003369
14593,2017-05-19,0.007577
14593,2017-05-22,0.005394
14593,2017-05-23,0.001526
14593,2017-05-24,0.002402
14593,2017-05-25,0.003248
14593,2017-05-26,0.000310
14593,2017-05-30,-0.002267
14593,2017-05-31,-0.000326
14593,2017-06-01,0.009052
14593,2017-06-02,0.003486
14593,2017-06-05,-0.001819
14593,2017-06-06,-0.002150
14593,2017-06-07,0.000725
14593,2017-06-08,0.001597
14593,2017-06-09,-0.000547
14593,2017-06-12,-0.000866
14593,2017-06-13,0.005328
14593,2017-06-14,-0.002289
14593,2017-06-15,-0.002973
14593,2017-06-16,0.000543
14593,2017-06-19,0.007639
14593,2017-06-20,-0.007515
14593,2017-06-21,-0.000752
14593,2017-06-22,0.000802
14593,2017-06-23,0.002916
14593,2017-06-26,0.000940
14593,2017-06-27,-0.007476
14593,2017-06-28,0.010009
14593,2017-06-29,-0.008117
14593,2017-06-30,0.001446
14593,2017-07-03,0.003039
